image_name,timestamp,slant,baseline_angle,avg_size,letter_spacing,word_spacing,line_spacing,left_margin,right_margin,top_margin,bottom_margin,stroke_thickness,ink_density
WhatsApp Image 2026-09-13 at 1.24.12 PM.jpeg,2026-09-13 13:30:01,0.0,-7.5,21.0,4.0,26.5,61.0,0.0,0.0,0.0,0.0,2.7,0.121
